leadId,state,county,sourceStatus,taxClaimParcelId,parcelId,ownerName,propertyAddress,mailingAddress,class,landUseCode,acres,style,resLivingArea,yearBuilt,utility,appraisedLand,appraisedBuilding,appraisedTotal,saleDate,salePrice,schoolDistrict,district,cleanGreen,taxClaimPdfPage,sourceUrls,confidence,route,notes,nextAction,candidatePhone,candidateEmail,contactSource,matchBasis,doNotContactStatus
PA-YORK-UPSET-VACANT-0112,PA,York,taxClaimPdf+countyArcGIS,08-179-01-0002.00-00000,0817901000200,SPG CAPITAL LLC,702 JESSOP PL,"218 CARLISLE ST, HANOVER PA 17331-2409",R,100,0.135,,,,All Public,2040.0,,2040.0,15-MAR-2021,1.0,028,08,,99,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,high,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0123,PA,York,taxClaimPdf+countyArcGIS,09-194-02-0084.00-00000,0919402008400,LOCKWOOD PROPERTY HOLDINGS LLC,652 W MASON AVE,"16 BALTHASER RD, SINKING SPRING PA 19608-9334",R,130,0.116,,,,All Public,1610.0,,1610.0,02-AUG-2018,265000.0,028,09,,107,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,high,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0124,PA,York,taxClaimPdf+countyArcGIS,12-416-14-0044.00-00000,1241614004400,J & J HOLDINGS CAPITAL LLC,389 LEXINGTON ST,"3311 FENTON AVE, BRONX NY 10469-2805",R,100,0.09,,,,All Public,1570.0,,1570.0,28-JAN-2026,1553.0,028,12,,246,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,high,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0132,PA,York,taxClaimPdf+countyArcGIS,39-000-01-0037.00-00000,3900001003700,LUCKY NUMBER SEVEN LLC,SECOND   REAR AVE,"PO BOX 7182, LANCASTER PA 17604-7182",R,100,0.258,,,,No Utilities,1240.0,,1240.0,16-SEP-2021,508.0,012,39,,722,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,high,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0133,PA,York,taxClaimPdf+countyArcGIS,62-000-01-0059.00-00000,6200001005900,MFB SEVEN LAND TRUST,MAIN ST,"915 N PLUM ST, LANCASTER PA 17602-1937",R,125,0.325,,,,Gas,1150.0,,1150.0,20-JAN-2023,1150.0,016,62,,1086,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,high,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0138,PA,York,taxClaimPdf+countyArcGIS,27-000-01-0047.00-00000,2700001004700,ANTHRACITE PROPERTY MANAGEMENT,HESS ALY,"34 CHARISMA DR, CAMP HILL PA 17011-1004",R,100,0.091,,,,No Utilities,830.0,,830.0,27-APR-2022,2500.0,17F,27,,470,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,high,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0152,PA,York,taxClaimPdf+countyArcGIS,12-382-10-0004.00-00000,1238210000400,MOVEMENT YORK INC,678 E MARKET ST,"275 S ALBEMARLE ST, YORK PA 17403-1851",E,624,0.104,,,,All Public,,,,18-FEB-2022,1.0,028,12,,227,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,high,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0153,PA,York,taxClaimPdf+countyArcGIS,67-000-04-0525.00-00000,6700004052500,LAND OF THE LIVING INC,114 LOCUST ST,"200 E MIDDLE ST, HANOVER PA 17331-2527",E,622,0.134,,,,All Public,,,,30-AUG-2022,285000.0,010,67,,1109,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,high,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0154,PA,York,taxClaimPdf+countyArcGIS,08-158-04-0019.00-00000,0815804001900,IGLESIA ARCA DE SALVACION PENTECOSTAL INC,747 S PERSHING AVE,"629 S PERSHING AVE, YORK PA 17401-2206",E,622,0.145,,,,All Public,,,,17-SEP-2024,10000.0,028,08,,89,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,high,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0158,PA,York,taxClaimPdf+countyArcGIS,14-536-13-0017.00-00000,1453613001700,CASA INC & CASA IN PENNSYLVANIA INC,907 ROOSEVELT AVE,"8151 15TH AVE, HYATTSVILLE MD 20783-3501",E,624,0.562,,,,All Public,,,,08-APR-2022,450000.0,028,14,,295,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,high,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0160,PA,York,taxClaimPdf+countyArcGIS,11-331-04-0001.00-00000,1133104000100,120 NORTH RICHLAND LLC,120 N RICHLAND AVE,"29 E PHILADELPHIA ST, YORK PA 17401-1124",I,515,1.85,,,,All Public,150070.0,,150070.0,10-MAR-2021,1.0,028,11,,197,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,high,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0164,PA,York,taxClaimPdf+countyArcGIS,53-000-24-0106.00-00000,5300024010600,PA NATIONAL MORTGAGE HOLDINGS LLC,SUNSET CIR,"PO BOX 7182, LANCASTER PA 17604-7182",R,126,1.936,,,,All Public,29760.0,,29760.0,28-JAN-2026,7558.0,016,53,,1000,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,high,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0168,PA,York,taxClaimPdf+countyArcGIS,33-000-08-0032.00-00000,3300008003200,FORKER KEIRA A-TR & FORKER IRREVOCABLE RESIDENTIAL,OAKWOOD      OFF DR,"280 DUNKLEBERGER RD, WILLIAMSPORT PA 17701-9292",R,100,3.22,,,,No Utilities,19320.0,,19320.0,29-NOV-2023,1.0,024,33,,578,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,high,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0171,PA,York,taxClaimPdf+countyArcGIS,23-000-11-0024.00-00000,2300011002400,U S HOME LLC,POWDER RIDGE LN,"7035 ALBERT EINSTEIN DR STE 200, COLUMBIA MD 21046",F,900,30.86,,,,No Utilities,119610.0,,119610.0,,,012,23,,369,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,medium,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0172,PA,York,taxClaimPdf+countyArcGIS,48-000-01-0008.00-00000,4800001000800,LOUCKS MILL RE LP,LOUCKS MILL RD,"1001 LOUCKS MILL RD, YORK PA 17402",I,500,5.206,,,,All Public,88990.0,,88990.0,04-FEB-2013,280000.0,030,48,,908,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,medium,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0173,PA,York,taxClaimPdf+countyArcGIS,54-000-18-0123.00-00000,5400018012300,HEARTLAND BUILDERS INC,ISAAC CT,"3024 COLUMBIA AVE   STE 2, LANCASTER PA 17603-4011",R,197,5.68,,,,No Utilities,72070.0,,72070.0,06-JAN-2023,499000.0,004,54,,1024,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,medium,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0177,PA,York,taxClaimPdf+countyArcGIS,88-000-09-0024.00-00000,8800009002400,1400 WEST MARKET LLC,5 S HIGHLAND AVE,"2442 CROLLSCHOOL RD, YORK PA 17403",R,100,0.031,,,,All Public,20390.0,,20390.0,26-AUG-2016,5500.0,026,88,,1211,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,medium,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0178,PA,York,taxClaimPdf+countyArcGIS,09-217-07-0050.00-00000,0921707005000,YORK HABITAT FOR HUMANITY INC,961 W COLLEGE AVE,"33 S SEWARD ST, YORK PA 17404-5448",C,300,0.076,,,,All Public,20030.0,,20030.0,21-APR-2026,20000.0,028,09,,133,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,medium,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0180,PA,York,taxClaimPdf+countyArcGIS,88-000-09-0025.00-00000,8800009002500,1400 MARKET STREET LLC,3 S HIGHLAND AVE,"2442 CROLLSCHOOL RD, YORK PA 17403",C,300,0.048,,,,All Public,15020.0,,15020.0,02-MAY-2016,6000.0,026,88,,1211,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,medium,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0183,PA,York,taxClaimPdf+countyArcGIS,12-376-08-0036.00-00000,1237608003600,GARDEN FOODS INC ATTN GRAVES KATHLEEN J ESQ,622 WALLACE ST,"17731 MITCHELL N STE 200, IRVINE CA 92614-6029",R,100,0.076,,,,All Public,10330.0,,10330.0,25-MAY-2012,8500.0,028,12,,221,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,medium,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0184,PA,York,taxClaimPdf+countyArcGIS,12-435-19-0005.00-00000,1243519000500,FINE DESIGN RENTALS & REAL ESTATE LLC,512 E BOUNDARY AVE,"504 E BOUNDARY AVE, YORK PA 17403-2813",R,100,0.046,,,,All Public,9800.0,,9800.0,22-AUG-2023,6000.0,028,12,,260,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,medium,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0186,PA,York,taxClaimPdf+countyArcGIS,10-271-04-0027.00-00000,1027104002700,RAZIEL PROPERTIES LLC,128 E JACKSON ST,"510 JUG RD, YORK PA 17404-9738",R,100,0.046,,,,All Public,9400.0,,9400.0,13-AUG-2025,30000.0,028,10,,175,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,medium,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0192,PA,York,taxClaimPdf+countyArcGIS,10-254-01-0019.00-00000,1025401001900,CRISPUS ATTUCKS ASSN OF YORK PENNA INC,449 S DUKE ST,"605 S DUKE ST, YORK PA 17401-3199",R,100,0.037,,,,All Public,6760.0,,6760.0,16-JUN-2015,3331.0,028,10,,157,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,medium,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0202,PA,York,taxClaimPdf+countyArcGIS,09-230-05-0093.00-00000,0923005009300,ANDREWS TOYBOX LLC,421 W HOPE AVE,"430 SHORT RD, THOMASVILLE PA 17364-9584",R,100,0.018,,,,All Public,4660.0,,4660.0,22-JUN-2026,1.0,028,09,,147,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,medium,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0204,PA,York,taxClaimPdf+countyArcGIS,06-111-02-0001.00-00000,0611102000100,SPG CAPITAL LLC,E KING ST,"218 CARLISLE ST, HANOVER PA 17331-2546",R,100,0.045,,,,All Public,3670.0,,3670.0,27-SEP-2021,52500.0,028,06,,56,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,medium,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0207,PA,York,taxClaimPdf+countyArcGIS,06-101-01-0043.00-00000,0610101004300,IGLESIA PENTECOSTAL CASA DEL ALFARERO A & O INC,233 E KING ST,"239 E KING ST, YORK PA 17403",R,100,0.047,,,,All Public,3310.0,,3310.0,11-SEP-2012,50000.0,028,06,,38,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,medium,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0212,PA,York,taxClaimPdf+countyArcGIS,80-000-01-0008.00-00000,8000001000800,G H & M LLC,531 N GEORGE ST,"51 JEFFERSON AVE, YORK PA 17401-3027",R,100,0.061,,,,All Public,2140.0,,2140.0,09-JUL-2020,275000.0,002,80,,1163,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,medium,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0217,PA,York,taxClaimPdf+countyArcGIS,13-449-01-0083.00-00000,1344901008300,LUU HOLDINGS LLC,225 FRONT  REAR ST,"460 GRAND ST APT 22F, NEW YORK NY 10002-4072",R,100,0.072,,,,All Public,1000.0,,1000.0,16-JUL-2025,195000.0,028,13,,275,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,medium,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0222,PA,York,taxClaimPdf+countyArcGIS,09-194-02-0083.00-00000,0919402008300,PR&J PROPERTIES LLC,648 W MASON AVE,"14214 ROBCASTE RD, PHOENIX MD 21131-1452",R,100,0.044,,,,All Public,610.0,,610.0,24-FEB-2017,27000.0,028,09,,107,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,medium,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0227,PA,York,taxClaimPdf+countyArcGIS,09-201-03-0075.00-00000,0920103007500,ELIRA REALTY LLC,473 W PRINCESS ST,"6126 RIVERDALE AVE UNIT 1, BRONX NY 10471-1009",R,100,0.021,,,,All Public,290.0,,290.0,02-MAR-2022,96000.0,028,09,,113,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,medium,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0229,PA,York,taxClaimPdf+countyArcGIS,02-028-01-0038.00-00000,0202801003800,DEANS LIST REALTY LLC,222 E GAS AVE,"298 KINGS MILL RD, YORK PA 17401-2147",R,100,0.017,,,,All Public,260.0,,260.0,14-FEB-2025,732500.0,028,02,,16,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,medium,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0234,PA,York,taxClaimPdf+countyArcGIS,12-398-15-0080.00-00000,1239815008000,JLMNEWBEGINNINGS LLC,966 E POPLAR ST,"1763 CANDLE LN, YORK PA 17404-7918",R,100,0.012,,,,All Public,200.0,,200.0,28-DEC-2023,1633.0,028,12,,240,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,medium,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
PA-YORK-UPSET-VACANT-0238,PA,York,taxClaimPdf+countyArcGIS,09-229-06-0065.00-00000,0922906006500,DR EQUITIES LLC,462 W HOPE AVE,"198 PEYTON RD, YORK PA 17403-3735",R,100,0.011,,,,No Utilities,100.0,,100.0,03-JUL-2025,110000.0,028,09,,144,https://yorkcountypa.gov/DocumentCenter/View/1911/Delinquent-Tax-Claim-Listing-PDF | https://arcweb1.ycpc.org/server/rest/services/OPEN_DATA/Parcels/MapServer/0,medium,humanReview,Tax-claim + ArcGIS vacant/no-building candidate; not guaranteed upset-sale entry/payoff status; phone/email intentionally blank pending lawful provider/manual skip trace. Removed from human-first call lane due to entity/trust/estate/company owner name.,Entity/trust/estate owner: verify signer/registered agent or keep out of personal-call lane.,,,,parcel owner name + mailing address anchor,unknown
